area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
new brunswick,47.032695,-65.494995,1979,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1980,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1981,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1982,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1983,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1984,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1985,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1986,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1987,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1988,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1989,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1990,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1991,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1992,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
new brunswick,47.032695,-65.494995,1993,1,No identified sources,Re-examining wood supply in light of future spruce budworm outbreaks_ a case study in New Brunswick.pdf,
"british columbia, canada",53.9128645,-122.7453699,1960,1,No identified sources,Reaction-diffusion modeling of the spread of spruce budworm in boreal ecosystem.pdf,
"british columbia, canada",53.9128645,-122.7453699,1961,1,No identified sources,Reaction-diffusion modeling of the spread of spruce budworm in boreal ecosystem.pdf,
"british columbia, canada",53.9128645,-122.7453699,1962,1,No identified sources,Reaction-diffusion modeling of the spread of spruce budworm in boreal ecosystem.pdf,
"british columbia, canada",53.9128645,-122.7453699,1963,1,No identified sources,Reaction-diffusion modeling of the spread of spruce budworm in boreal ecosystem.pdf,
"british columbia, canada",53.9128645,-122.7453699,1964,1,No identified sources,Reaction-diffusion modeling of the spread of spruce budworm in boreal ecosystem.pdf,
"british columbia, canada",53.9128645,-122.7453699,1965,1,No identified sources,Reaction-diffusion modeling of the spread of spruce budworm in boreal ecosystem.pdf,
"british columbia, canada",53.9128645,-122.7453699,1966,1,No identified sources,Reaction-diffusion modeling of the spread of spruce budworm in boreal ecosystem.pdf,
"british columbia, canada",53.9128645,-122.7453699,1967,1,No identified sources,Reaction-diffusion modeling of the spread of spruce budworm in boreal ecosystem.pdf,
"british columbia, canada",53.9128645,-122.7453699,1968,1,No identified sources,Reaction-diffusion modeling of the spread of spruce budworm in boreal ecosystem.pdf,
"british columbia, canada",53.9128645,-122.7453699,1969,1,No identified sources,Reaction-diffusion modeling of the spread of spruce budworm in boreal ecosystem.pdf,
"british columbia, canada",53.9128645,-122.7453699,1970,1,No identified sources,Reaction-diffusion modeling of the spread of spruce budworm in boreal ecosystem.pdf,
"parc des grands-jardins, quebec, canada",47.657525,-70.153885,1976,1,No identified sources,Reduction of black spruce seed bank by spruce budworm infestation compromises postfire stand regeneration.pdf,
"parc des grands-jardins, quebec, canada",47.657525,-70.153885,1977,1,No identified sources,Reduction of black spruce seed bank by spruce budworm infestation compromises postfire stand regeneration.pdf,
"parc des grands-jardins, quebec, canada",47.657525,-70.153885,1978,1,No identified sources,Reduction of black spruce seed bank by spruce budworm infestation compromises postfire stand regeneration.pdf,
"parc des grands-jardins, quebec, canada",47.657525,-70.153885,1979,1,No identified sources,Reduction of black spruce seed bank by spruce budworm infestation compromises postfire stand regeneration.pdf,
"parc des grands-jardins, quebec, canada",47.657525,-70.153885,1980,1,No identified sources,Reduction of black spruce seed bank by spruce budworm infestation compromises postfire stand regeneration.pdf,
"parc des grands-jardins, quebec, canada",47.657525,-70.153885,1981,1,No identified sources,Reduction of black spruce seed bank by spruce budworm infestation compromises postfire stand regeneration.pdf,
"parc des grands-jardins, quebec, canada",47.657525,-70.153885,1982,1,No identified sources,Reduction of black spruce seed bank by spruce budworm infestation compromises postfire stand regeneration.pdf,
"parc des grands-jardins, quebec, canada",47.657525,-70.153885,1983,1,No identified sources,Reduction of black spruce seed bank by spruce budworm infestation compromises postfire stand regeneration.pdf,
"parc des grands-jardins, quebec, canada",47.657525,-70.153885,1984,1,No identified sources,Reduction of black spruce seed bank by spruce budworm infestation compromises postfire stand regeneration.pdf,
"parc des grands-jardins, quebec, canada",47.657525,-70.153885,1985,1,No identified sources,Reduction of black spruce seed bank by spruce budworm infestation compromises postfire stand regeneration.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1974,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1974,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1975,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1975,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1976,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1976,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1977,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1978,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1979,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1979,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1980,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1980,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1981,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1981,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1982,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1982,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1983,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
"cape breton highlands, nova scotia, canada",46.6919007,-60.3675452,1983,1,aerial defoliation survey | survey from insect laboratory,Regeneration and stand development following a spruce budworm outbreak_ spruce budworm inspired harvest_ and salvage harvest.pdf,
